lot_id,wafer_id,die_x,die_y,hard_bin,soft_bin,pass_flag
L2551,W01,8,20,1,1,1
L2551,W01,8,21,1,1,1
L2551,W01,8,22,1,1,1
L2551,W01,8,23,1,1,1
L2551,W01,8,24,1,1,1
L2551,W01,8,25,1,1,1
L2551,W01,8,26,1,1,1
L2551,W01,8,27,1,1,1
L2551,W01,8,28,1,1,1
L2551,W01,8,29,1,1,1
L2551,W01,8,30,1,1,1
L2551,W01,8,31,1,1,1
L2551,W01,8,32,1,1,1
L2551,W01,8,33,1,1,1
L2551,W01,8,34,1,1,1
L2551,W01,8,35,1,1,1
L2551,W01,9,4,1,1,1
L2551,W01,9,5,1,1,1
L2551,W01,9,6,1,1,1
L2551,W01,9,7,1,1,1
L2551,W01,9,8,1,1,1
L2551,W01,9,9,1,1,1
L2551,W01,9,10,1,1,1
L2551,W01,9,11,1,1,1
L2551,W01,9,12,1,1,1
L2551,W01,9,13,1,1,1
L2551,W01,9,14,1,1,1
L2551,W01,9,15,1,1,1
L2551,W01,9,16,1,1,1
L2551,W01,9,17,1,1,1
L2551,W01,9,18,1,1,1
L2551,W01,9,19,1,1,1
L2551,W01,9,20,1,1,1
L2551,W01,9,21,1,1,1
L2551,W01,9,22,1,1,1
L2551,W01,9,23,1,1,1
L2551,W01,9,24,1,1,1
L2551,W01,9,25,1,1,1
L2551,W01,9,26,1,1,1
L2551,W01,9,27,1,1,1
L2551,W01,9,28,1,1,1
L2551,W01,9,29,1,1,1
L2551,W01,9,30,1,1,1
L2551,W01,9,31,1,1,1
L2551,W01,9,32,1,1,1
L2551,W01,9,33,1,1,1
L2551,W01,9,34,1,1,1
L2551,W01,9,35,5,51,0
L2551,W01,10,3,1,1,1
L2551,W01,10,4,1,1,1
L2551,W01,10,5,1,1,1
L2551,W01,10,6,1,1,1
L2551,W01,10,7,1,1,1
L2551,W01,10,8,1,1,1
L2551,W01,10,9,1,1,1
L2551,W01,10,10,1,1,1
L2551,W01,10,11,1,1,1
L2551,W01,10,12,1,1,1
L2551,W01,10,13,1,1,1
L2551,W01,10,14,1,1,1
L2551,W01,10,15,1,1,1
L2551,W01,10,16,1,1,1
L2551,W01,10,17,1,1,1
L2551,W01,10,18,1,1,1
L2551,W01,10,19,1,1,1
L2551,W01,10,20,1,1,1
L2551,W01,10,21,1,1,1
L2551,W01,10,22,1,1,1
L2551,W01,10,23,1,1,1
L2551,W01,10,24,1,1,1
L2551,W01,10,25,1,1,1
L2551,W01,10,26,1,1,1
L2551,W01,10,27,1,1,1
L2551,W01,10,28,1,1,1
L2551,W01,10,29,1,1,1
L2551,W01,10,30,1,1,1
L2551,W01,10,31,1,1,1
L2551,W01,10,32,1,1,1
L2551,W01,10,33,1,1,1
L2551,W01,10,34,1,1,1
L2551,W01,10,35,1,1,1
L2551,W01,10,36,1,1,1
L2551,W01,11,2,5,51,0
L2551,W01,11,3,1,1,1
L2551,W01,11,4,1,1,1
L2551,W01,11,5,1,1,1
L2551,W01,11,6,1,1,1
L2551,W01,11,7,1,1,1
L2551,W01,11,8,1,1,1
L2551,W01,11,9,1,1,1
L2551,W01,11,10,1,1,1
L2551,W01,11,11,1,1,1
L2551,W01,11,12,1,1,1
L2551,W01,11,13,1,1,1
L2551,W01,11,14,1,1,1
L2551,W01,11,15,1,1,1
L2551,W01,11,16,1,1,1
L2551,W01,11,17,1,1,1
L2551,W01,11,18,5,51,0
L2551,W01,11,19,1,1,1
L2551,W01,11,20,1,1,1
L2551,W01,11,21,1,1,1
L2551,W01,11,22,1,1,1
L2551,W01,11,23,1,1,1
L2551,W01,11,24,1,1,1
L2551,W01,11,25,1,1,1
L2551,W01,11,26,1,1,1
L2551,W01,11,27,1,1,1
L2551,W01,11,28,1,1,1
L2551,W01,11,29,1,1,1
L2551,W01,11,30,1,1,1
L2551,W01,11,31,1,1,1
L2551,W01,11,32,1,1,1
L2551,W01,11,33,1,1,1
L2551,W01,11,34,1,1,1
L2551,W01,11,35,1,1,1
L2551,W01,11,36,1,1,1
L2551,W01,11,37,1,1,1
L2551,W01,12,2,1,1,1
L2551,W01,12,3,1,1,1
L2551,W01,12,4,1,1,1
L2551,W01,12,5,1,1,1
L2551,W01,12,6,1,1,1
L2551,W01,12,7,1,1,1
L2551,W01,12,8,1,1,1
L2551,W01,12,9,1,1,1
L2551,W01,12,10,1,1,1
L2551,W01,12,11,1,1,1
L2551,W01,12,12,1,1,1
L2551,W01,12,13,1,1,1
L2551,W01,12,14,1,1,1
L2551,W01,12,15,1,1,1
L2551,W01,12,16,1,1,1
L2551,W01,12,17,1,1,1
L2551,W01,12,18,1,1,1
L2551,W01,12,19,1,1,1
L2551,W01,12,20,1,1,1
L2551,W01,12,21,1,1,1
L2551,W01,12,22,1,1,1
L2551,W01,12,23,1,1,1
L2551,W01,12,24,1,1,1
L2551,W01,12,25,1,1,1
L2551,W01,12,26,1,1,1
L2551,W01,12,27,1,1,1
L2551,W01,12,28,5,51,0
L2551,W01,12,29,1,1,1
L2551,W01,12,30,1,1,1
L2551,W01,12,31,1,1,1
L2551,W01,12,32,1,1,1
L2551,W01,12,33,1,1,1
L2551,W01,12,34,1,1,1
L2551,W01,12,35,1,1,1
L2551,W01,12,36,1,1,1
L2551,W01,12,37,1,1,1
L2551,W01,13,2,1,1,1
L2551,W01,13,3,1,1,1
L2551,W01,13,4,1,1,1
L2551,W01,13,5,1,1,1
L2551,W01,13,6,1,1,1
L2551,W01,13,7,1,1,1
L2551,W01,13,8,1,1,1
L2551,W01,13,9,1,1,1
L2551,W01,13,10,1,1,1
L2551,W01,13,11,1,1,1
L2551,W01,13,12,1,1,1
L2551,W01,13,13,1,1,1
L2551,W01,13,14,1,1,1
L2551,W01,13,15,1,1,1
L2551,W01,13,16,1,1,1
L2551,W01,13,17,5,51,0
L2551,W01,13,18,1,1,1
L2551,W01,13,19,1,1,1
L2551,W01,13,20,1,1,1
L2551,W01,13,21,1,1,1
L2551,W01,13,22,1,1,1
L2551,W01,13,23,5,51,0
L2551,W01,13,24,1,1,1
L2551,W01,13,25,1,1,1
L2551,W01,13,26,1,1,1
L2551,W01,13,27,1,1,1
L2551,W01,13,28,1,1,1
L2551,W01,13,29,1,1,1
L2551,W01,13,30,1,1,1
L2551,W01,13,31,1,1,1
L2551,W01,13,32,1,1,1
L2551,W01,13,33,1,1,1
L2551,W01,13,34,1,1,1
L2551,W01,13,35,1,1,1
L2551,W01,13,36,1,1,1
L2551,W01,13,37,1,1,1
L2551,W01,14,1,1,1,1
L2551,W01,14,2,1,1,1
L2551,W01,14,3,5,51,0
L2551,W01,14,4,1,1,1
L2551,W01,14,5,1,1,1
L2551,W01,14,6,1,1,1
L2551,W01,14,7,1,1,1
L2551,W01,14,8,1,1,1
L2551,W01,14,9,1,1,1
L2551,W01,14,10,1,1,1
L2551,W01,14,11,1,1,1
L2551,W01,14,12,1,1,1
L2551,W01,14,13,1,1,1
L2551,W01,14,14,1,1,1
L2551,W01,14,15,1,1,1
L2551,W01,14,16,1,1,1
L2551,W01,14,17,1,1,1
L2551,W01,14,18,1,1,1
L2551,W01,14,19,1,1,1
L2551,W01,14,20,1,1,1
L2551,W01,14,21,1,1,1
L2551,W01,14,22,1,1,1
L2551,W01,14,23,1,1,1
L2551,W01,14,24,1,1,1
L2551,W01,14,25,1,1,1
L2551,W01,14,26,1,1,1
L2551,W01,14,27,1,1,1
L2551,W01,14,28,1,1,1
L2551,W01,14,29,1,1,1
L2551,W01,14,30,1,1,1
L2551,W01,14,31,1,1,1
L2551,W01,14,32,1,1,1
L2551,W01,14,33,1,1,1
L2551,W01,14,34,1,1,1
L2551,W01,14,35,1,1,1
L2551,W01,14,36,1,1,1
L2551,W01,14,37,1,1,1
L2551,W01,14,38,1,1,1
L2551,W01,15,1,1,1,1
L2551,W01,15,2,1,1,1
L2551,W01,15,3,1,1,1
L2551,W01,15,4,1,1,1
L2551,W01,15,5,1,1,1
L2551,W01,15,6,1,1,1
L2551,W01,15,7,1,1,1
L2551,W01,15,8,1,1,1
L2551,W01,15,9,1,1,1
L2551,W01,15,10,1,1,1
L2551,W01,15,11,1,1,1
L2551,W01,15,12,1,1,1
L2551,W01,15,13,1,1,1
L2551,W01,15,14,1,1,1
L2551,W01,15,15,1,1,1
L2551,W01,15,16,1,1,1
L2551,W01,15,17,1,1,1
L2551,W01,15,18,1,1,1
L2551,W01,15,19,1,1,1
L2551,W01,15,20,1,1,1
L2551,W01,15,21,1,1,1
L2551,W01,15,22,1,1,1
L2551,W01,15,23,1,1,1
L2551,W01,15,24,1,1,1
L2551,W01,15,25,1,1,1
L2551,W01,15,26,1,1,1
L2551,W01,15,27,1,1,1
L2551,W01,15,28,1,1,1
L2551,W01,15,29,1,1,1
L2551,W01,15,30,1,1,1
L2551,W01,15,31,1,1,1
L2551,W01,15,32,1,1,1
L2551,W01,15,33,1,1,1
L2551,W01,15,34,1,1,1
L2551,W01,15,35,1,1,1
L2551,W01,15,36,1,1,1
L2551,W01,15,37,1,1,1
L2551,W01,15,38,1,1,1
L2551,W01,16,1,1,1,1
L2551,W01,16,2,1,1,1
L2551,W01,16,3,1,1,1
L2551,W01,16,4,1,1,1
L2551,W01,16,5,1,1,1
L2551,W01,16,6,1,1,1
L2551,W01,16,7,1,1,1
L2551,W01,16,8,1,1,1
L2551,W01,16,9,1,1,1
L2551,W01,16,10,1,1,1
L2551,W01,16,11,1,1,1
L2551,W01,16,12,1,1,1
L2551,W01,16,13,1,1,1
L2551,W01,16,14,1,1,1
L2551,W01,16,15,1,1,1
L2551,W01,16,16,1,1,1
L2551,W01,16,17,1,1,1
L2551,W01,16,18,1,1,1
L2551,W01,16,19,1,1,1
L2551,W01,16,20,1,1,1
L2551,W01,16,21,1,1,1
L2551,W01,16,22,1,1,1
L2551,W01,16,23,1,1,1
L2551,W01,16,24,1,1,1
L2551,W01,16,25,1,1,1
L2551,W01,16,26,1,1,1
L2551,W01,16,27,1,1,1
L2551,W01,16,28,1,1,1
L2551,W01,16,29,1,1,1
L2551,W01,16,30,1,1,1
L2551,W01,16,31,1,1,1
L2551,W01,16,32,1,1,1
L2551,W01,16,33,1,1,1
L2551,W01,16,34,1,1,1
L2551,W01,16,35,1,1,1
L2551,W01,16,36,1,1,1
L2551,W01,16,37,1,1,1
L2551,W01,16,38,1,1,1
L2551,W01,17,1,1,1,1
L2551,W01,17,2,1,1,1
L2551,W01,17,3,1,1,1
L2551,W01,17,4,1,1,1
L2551,W01,17,5,1,1,1
L2551,W01,17,6,1,1,1
L2551,W01,17,7,1,1,1
L2551,W01,17,8,1,1,1
L2551,W01,17,9,1,1,1
L2551,W01,17,10,1,1,1
L2551,W01,17,11,1,1,1
L2551,W01,17,12,1,1,1
L2551,W01,17,13,1,1,1
L2551,W01,17,14,1,1,1
L2551,W01,17,15,1,1,1
L2551,W01,17,16,1,1,1
L2551,W01,17,17,1,1,1
L2551,W01,17,18,1,1,1
L2551,W01,17,19,1,1,1
L2551,W01,17,20,1,1,1
L2551,W01,17,21,1,1,1
L2551,W01,17,22,1,1,1
L2551,W01,17,23,1,1,1
L2551,W01,17,24,1,1,1
L2551,W01,17,25,1,1,1
L2551,W01,17,26,1,1,1
L2551,W01,17,27,1,1,1
L2551,W01,17,28,1,1,1
L2551,W01,17,29,1,1,1
L2551,W01,17,30,5,51,0
L2551,W01,17,31,1,1,1
L2551,W01,17,32,5,51,0
L2551,W01,17,33,1,1,1
L2551,W01,17,34,1,1,1
L2551,W01,17,35,1,1,1
L2551,W01,17,36,1,1,1
L2551,W01,17,37,1,1,1
L2551,W01,17,38,1,1,1
L2551,W01,18,1,1,1,1
L2551,W01,18,2,1,1,1
L2551,W01,18,3,1,1,1
L2551,W01,18,4,1,1,1
L2551,W01,18,5,1,1,1
L2551,W01,18,6,1,1,1
L2551,W01,18,7,1,1,1
L2551,W01,18,8,1,1,1
L2551,W01,18,9,1,1,1
L2551,W01,18,10,1,1,1
L2551,W01,18,11,1,1,1
L2551,W01,18,12,1,1,1
L2551,W01,18,13,1,1,1
L2551,W01,18,14,1,1,1
L2551,W01,18,15,5,51,0
L2551,W01,18,16,1,1,1
L2551,W01,18,17,1,1,1
L2551,W01,18,18,1,1,1
L2551,W01,18,19,1,1,1
L2551,W01,18,20,1,1,1
L2551,W01,18,21,1,1,1
L2551,W01,18,22,1,1,1
L2551,W01,18,23,1,1,1
L2551,W01,18,24,1,1,1
L2551,W01,18,25,1,1,1
L2551,W01,18,26,1,1,1
L2551,W01,18,27,1,1,1
L2551,W01,18,28,5,51,0
L2551,W01,18,29,1,1,1
L2551,W01,18,30,1,1,1
L2551,W01,18,31,1,1,1
L2551,W01,18,32,1,1,1
L2551,W01,18,33,1,1,1
L2551,W01,18,34,1,1,1
L2551,W01,18,35,1,1,1
L2551,W01,18,36,1,1,1
L2551,W01,18,37,1,1,1
L2551,W01,18,38,1,1,1
L2551,W01,19,1,1,1,1
L2551,W01,19,2,1,1,1
L2551,W01,19,3,1,1,1
L2551,W01,19,4,1,1,1
L2551,W01,19,5,1,1,1
L2551,W01,19,6,1,1,1
L2551,W01,19,7,1,1,1
L2551,W01,19,8,1,1,1
L2551,W01,19,9,1,1,1
L2551,W01,19,10,1,1,1
L2551,W01,19,11,1,1,1
L2551,W01,19,12,1,1,1
L2551,W01,19,13,1,1,1
L2551,W01,19,14,1,1,1
L2551,W01,19,15,1,1,1
L2551,W01,19,16,1,1,1
L2551,W01,19,17,1,1,1
L2551,W01,19,18,1,1,1
L2551,W01,19,19,1,1,1
L2551,W01,19,20,5,51,0
L2551,W01,19,21,1,1,1
L2551,W01,19,22,1,1,1
L2551,W01,19,23,1,1,1
L2551,W01,19,24,1,1,1
L2551,W01,19,25,1,1,1
L2551,W01,19,26,1,1,1
L2551,W01,19,27,1,1,1
L2551,W01,19,28,1,1,1
L2551,W01,19,29,1,1,1
L2551,W01,19,30,1,1,1
L2551,W01,19,31,1,1,1
L2551,W01,19,32,1,1,1
L2551,W01,19,33,1,1,1
L2551,W01,19,34,1,1,1
L2551,W01,19,35,1,1,1
L2551,W01,19,36,1,1,1
L2551,W01,19,37,5,51,0
L2551,W01,19,38,1,1,1
L2551,W01,20,1,1,1,1
L2551,W01,20,2,1,1,1
L2551,W01,20,3,1,1,1
L2551,W01,20,4,1,1,1
L2551,W01,20,5,1,1,1
L2551,W01,20,6,1,1,1
L2551,W01,20,7,1,1,1
L2551,W01,20,8,1,1,1
L2551,W01,20,9,1,1,1
L2551,W01,20,10,1,1,1
L2551,W01,20,11,1,1,1
L2551,W01,20,12,1,1,1
L2551,W01,20,13,1,1,1
L2551,W01,20,14,1,1,1
L2551,W01,20,15,1,1,1
L2551,W01,20,16,1,1,1
L2551,W01,20,17,1,1,1
L2551,W01,20,18,1,1,1
L2551,W01,20,19,1,1,1
L2551,W01,20,20,1,1,1
L2551,W01,20,21,1,1,1
L2551,W01,20,22,1,1,1
L2551,W01,20,23,1,1,1
L2551,W01,20,24,1,1,1
L2551,W01,20,25,1,1,1
L2551,W01,20,26,1,1,1
L2551,W01,20,27,1,1,1
L2551,W01,20,28,1,1,1
L2551,W01,20,29,1,1,1
L2551,W01,20,30,1,1,1
L2551,W01,20,31,1,1,1
L2551,W01,20,32,1,1,1
L2551,W01,20,33,1,1,1
L2551,W01,20,34,1,1,1
L2551,W01,20,35,5,51,0
L2551,W01,20,36,1,1,1
L2551,W01,20,37,1,1,1
L2551,W01,20,38,1,1,1
L2551,W01,21,1,1,1,1
L2551,W01,21,2,1,1,1
L2551,W01,21,3,1,1,1
L2551,W01,21,4,1,1,1
L2551,W01,21,5,1,1,1
L2551,W01,21,6,1,1,1
L2551,W01,21,7,1,1,1
L2551,W01,21,8,1,1,1
L2551,W01,21,9,1,1,1
L2551,W01,21,10,1,1,1
L2551,W01,21,11,1,1,1
L2551,W01,21,12,1,1,1
L2551,W01,21,13,1,1,1
L2551,W01,21,14,1,1,1
L2551,W01,21,15,1,1,1
L2551,W01,21,16,1,1,1
L2551,W01,21,17,1,1,1
L2551,W01,21,18,1,1,1
L2551,W01,21,19,1,1,1
L2551,W01,21,20,1,1,1
L2551,W01,21,21,1,1,1
L2551,W01,21,22,1,1,1
L2551,W01,21,23,1,1,1
L2551,W01,21,24,1,1,1
L2551,W01,21,25,1,1,1
L2551,W01,21,26,1,1,1
L2551,W01,21,27,1,1,1
L2551,W01,21,28,1,1,1
L2551,W01,21,29,1,1,1
L2551,W01,21,30,1,1,1
L2551,W01,21,31,1,1,1
L2551,W01,21,32,1,1,1
L2551,W01,21,33,1,1,1
L2551,W01,21,34,1,1,1
L2551,W01,21,35,1,1,1
L2551,W01,21,36,1,1,1
L2551,W01,21,37,1,1,1
L2551,W01,21,38,1,1,1
L2551,W01,22,1,1,1,1
L2551,W01,22,2,1,1,1
L2551,W01,22,3,1,1,1
L2551,W01,22,4,1,1,1
L2551,W01,22,5,1,1,1
L2551,W01,22,6,1,1,1
L2551,W01,22,7,1,1,1
L2551,W01,22,8,1,1,1
L2551,W01,22,9,1,1,1
L2551,W01,22,10,1,1,1
L2551,W01,22,11,1,1,1
L2551,W01,22,12,1,1,1
L2551,W01,22,13,5,51,0
L2551,W01,22,14,1,1,1
L2551,W01,22,15,1,1,1
L2551,W01,22,16,1,1,1
L2551,W01,22,17,1,1,1
L2551,W01,22,18,1,1,1
L2551,W01,22,19,1,1,1
L2551,W01,22,20,1,1,1
L2551,W01,22,21,1,1,1
L2551,W01,22,22,1,1,1
L2551,W01,22,23,1,1,1
L2551,W01,22,24,1,1,1
L2551,W01,22,25,1,1,1
L2551,W01,22,26,1,1,1
L2551,W01,22,27,1,1,1
L2551,W01,22,28,1,1,1
L2551,W01,22,29,1,1,1
L2551,W01,22,30,1,1,1
L2551,W01,22,31,1,1,1
L2551,W01,22,32,1,1,1
L2551,W01,22,33,5,51,0
L2551,W01,22,34,1,1,1
L2551,W01,22,35,1,1,1
L2551,W01,22,36,1,1,1
L2551,W01,22,37,1,1,1
L2551,W01,22,38,1,1,1
L2551,W01,23,1,1,1,1
L2551,W01,23,2,1,1,1
L2551,W01,23,3,1,1,1
L2551,W01,23,4,1,1,1
L2551,W01,23,5,1,1,1
L2551,W01,23,6,1,1,1
L2551,W01,23,7,1,1,1
L2551,W01,23,8,1,1,1
L2551,W01,23,9,5,51,0
L2551,W01,23,10,5,51,0
L2551,W01,23,11,1,1,1
L2551,W01,23,12,1,1,1
L2551,W01,23,13,1,1,1
L2551,W01,23,14,1,1,1
L2551,W01,23,15,5,51,0
L2551,W01,23,16,1,1,1
L2551,W01,23,17,1,1,1
L2551,W01,23,18,1,1,1
L2551,W01,23,19,1,1,1
L2551,W01,23,20,5,51,0
L2551,W01,23,21,1,1,1
L2551,W01,23,22,1,1,1
L2551,W01,23,23,1,1,1
L2551,W01,23,24,1,1,1
L2551,W01,23,25,1,1,1
L2551,W01,23,26,5,51,0
L2551,W01,23,27,1,1,1
L2551,W01,23,28,1,1,1
L2551,W01,23,29,1,1,1
L2551,W01,23,30,1,1,1
L2551,W01,23,31,1,1,1
L2551,W01,23,32,1,1,1
L2551,W01,23,33,1,1,1
L2551,W01,23,34,1,1,1
L2551,W01,23,35,1,1,1
L2551,W01,23,36,1,1,1
L2551,W01,23,37,1,1,1
L2551,W01,23,38,1,1,1
L2551,W01,24,1,1,1,1
L2551,W01,24,2,1,1,1
L2551,W01,24,3,1,1,1
L2551,W01,24,4,1,1,1
L2551,W01,24,5,1,1,1
L2551,W01,24,6,1,1,1
L2551,W01,24,7,1,1,1
L2551,W01,24,8,1,1,1
L2551,W01,24,9,1,1,1
L2551,W01,24,10,1,1,1
L2551,W01,24,11,1,1,1
L2551,W01,24,12,1,1,1
L2551,W01,24,13,1,1,1
L2551,W01,24,14,1,1,1
L2551,W01,24,15,1,1,1
L2551,W01,24,16,1,1,1
L2551,W01,24,17,1,1,1
L2551,W01,24,18,1,1,1
L2551,W01,24,19,1,1,1
L2551,W01,24,20,1,1,1
L2551,W01,24,21,1,1,1
L2551,W01,24,22,1,1,1
L2551,W01,24,23,1,1,1
L2551,W01,24,24,1,1,1
L2551,W01,24,25,1,1,1
L2551,W01,24,26,1,1,1
L2551,W01,24,27,1,1,1
L2551,W01,24,28,1,1,1
L2551,W01,24,29,1,1,1
L2551,W01,24,30,1,1,1
L2551,W01,24,31,1,1,1
L2551,W01,24,32,1,1,1
L2551,W01,24,33,1,1,1
L2551,W01,24,34,1,1,1
L2551,W01,24,35,1,1,1
L2551,W01,24,36,1,1,1
L2551,W01,24,37,1,1,1
L2551,W01,24,38,1,1,1
L2551,W01,25,1,1,1,1
L2551,W01,25,2,1,1,1
L2551,W01,25,3,1,1,1
L2551,W01,25,4,1,1,1
L2551,W01,25,5,1,1,1
L2551,W01,25,6,1,1,1
L2551,W01,25,7,1,1,1
L2551,W01,25,8,1,1,1
L2551,W01,25,9,1,1,1
L2551,W01,25,10,1,1,1
L2551,W01,25,11,1,1,1
L2551,W01,25,12,1,1,1
L2551,W01,25,13,1,1,1
L2551,W01,25,14,1,1,1
L2551,W01,25,15,1,1,1
L2551,W01,25,16,1,1,1
L2551,W01,25,17,1,1,1
L2551,W01,25,18,1,1,1
L2551,W01,25,19,1,1,1
L2551,W01,25,20,1,1,1
L2551,W01,25,21,1,1,1
L2551,W01,25,22,1,1,1
L2551,W01,25,23,1,1,1
L2551,W01,25,24,1,1,1
L2551,W01,25,25,1,1,1
L2551,W01,25,26,1,1,1
L2551,W01,25,27,1,1,1
L2551,W01,25,28,1,1,1
L2551,W01,25,29,1,1,1
L2551,W01,25,30,1,1,1
L2551,W01,25,31,1,1,1
L2551,W01,25,32,1,1,1
L2551,W01,25,33,1,1,1
L2551,W01,25,34,5,51,0
L2551,W01,25,35,1,1,1
L2551,W01,25,36,1,1,1
L2551,W01,25,37,1,1,1
