lot_id,wafer_id,die_x,die_y,hard_bin,soft_bin,pass_flag
BASE,W1,7,27,1,1,1
BASE,W1,7,28,1,1,1
BASE,W1,7,29,1,1,1
BASE,W1,7,30,1,1,1
BASE,W1,7,31,1,1,1
BASE,W1,7,32,1,1,1
BASE,W1,7,33,1,1,1
BASE,W1,7,34,1,1,1
BASE,W1,8,4,1,1,1
BASE,W1,8,5,1,1,1
BASE,W1,8,6,1,1,1
BASE,W1,8,7,1,1,1
BASE,W1,8,8,1,1,1
BASE,W1,8,9,8,81,0
BASE,W1,8,10,1,1,1
BASE,W1,8,11,1,1,1
BASE,W1,8,12,1,1,1
BASE,W1,8,13,1,1,1
BASE,W1,8,14,1,1,1
BASE,W1,8,15,5,51,0
BASE,W1,8,16,1,1,1
BASE,W1,8,17,1,1,1
BASE,W1,8,18,1,1,1
BASE,W1,8,19,1,1,1
BASE,W1,8,20,1,1,1
BASE,W1,8,21,1,1,1
BASE,W1,8,22,1,1,1
BASE,W1,8,23,1,1,1
BASE,W1,8,24,1,1,1
BASE,W1,8,25,1,1,1
BASE,W1,8,26,1,1,1
BASE,W1,8,27,1,1,1
BASE,W1,8,28,1,1,1
BASE,W1,8,29,1,1,1
BASE,W1,8,30,1,1,1
BASE,W1,8,31,1,1,1
BASE,W1,8,32,1,1,1
BASE,W1,8,33,1,1,1
BASE,W1,8,34,1,1,1
BASE,W1,8,35,1,1,1
BASE,W1,9,4,1,1,1
BASE,W1,9,5,5,51,0
BASE,W1,9,6,1,1,1
BASE,W1,9,7,1,1,1
BASE,W1,9,8,1,1,1
BASE,W1,9,9,1,1,1
BASE,W1,9,10,1,1,1
BASE,W1,9,11,1,1,1
BASE,W1,9,12,1,1,1
BASE,W1,9,13,1,1,1
BASE,W1,9,14,1,1,1
BASE,W1,9,15,1,1,1
BASE,W1,9,16,1,1,1
BASE,W1,9,17,1,1,1
BASE,W1,9,18,5,51,0
BASE,W1,9,19,1,1,1
BASE,W1,9,20,1,1,1
BASE,W1,9,21,8,81,0
BASE,W1,9,22,1,1,1
BASE,W1,9,23,1,1,1
BASE,W1,9,24,1,1,1
BASE,W1,9,25,1,1,1
BASE,W1,9,26,1,1,1
BASE,W1,9,27,1,1,1
BASE,W1,9,28,1,1,1
BASE,W1,9,29,1,1,1
BASE,W1,9,30,1,1,1
BASE,W1,9,31,1,1,1
BASE,W1,9,32,1,1,1
BASE,W1,9,33,1,1,1
BASE,W1,9,34,1,1,1
BASE,W1,9,35,1,1,1
BASE,W1,10,3,1,1,1
BASE,W1,10,4,1,1,1
BASE,W1,10,5,1,1,1
BASE,W1,10,6,1,1,1
BASE,W1,10,7,1,1,1
BASE,W1,10,8,1,1,1
BASE,W1,10,9,1,1,1
BASE,W1,10,10,1,1,1
BASE,W1,10,11,1,1,1
BASE,W1,10,12,1,1,1
BASE,W1,10,13,1,1,1
BASE,W1,10,14,1,1,1
BASE,W1,10,15,1,1,1
BASE,W1,10,16,1,1,1
BASE,W1,10,17,1,1,1
BASE,W1,10,18,1,1,1
BASE,W1,10,19,1,1,1
BASE,W1,10,20,1,1,1
BASE,W1,10,21,1,1,1
BASE,W1,10,22,1,1,1
BASE,W1,10,23,1,1,1
BASE,W1,10,24,1,1,1
BASE,W1,10,25,1,1,1
BASE,W1,10,26,1,1,1
BASE,W1,10,27,1,1,1
BASE,W1,10,28,1,1,1
BASE,W1,10,29,1,1,1
BASE,W1,10,30,1,1,1
BASE,W1,10,31,1,1,1
BASE,W1,10,32,1,1,1
BASE,W1,10,33,1,1,1
BASE,W1,10,34,1,1,1
BASE,W1,10,35,1,1,1
BASE,W1,10,36,1,1,1
BASE,W1,11,2,1,1,1
BASE,W1,11,3,1,1,1
BASE,W1,11,4,1,1,1
BASE,W1,11,5,1,1,1
BASE,W1,11,6,1,1,1
BASE,W1,11,7,1,1,1
BASE,W1,11,8,1,1,1
BASE,W1,11,9,1,1,1
BASE,W1,11,10,1,1,1
BASE,W1,11,11,1,1,1
BASE,W1,11,12,8,81,0
BASE,W1,11,13,1,1,1
BASE,W1,11,14,1,1,1
BASE,W1,11,15,5,51,0
BASE,W1,11,16,1,1,1
BASE,W1,11,17,1,1,1
BASE,W1,11,18,1,1,1
BASE,W1,11,19,1,1,1
BASE,W1,11,20,1,1,1
BASE,W1,11,21,5,51,0
BASE,W1,11,22,1,1,1
BASE,W1,11,23,1,1,1
BASE,W1,11,24,1,1,1
BASE,W1,11,25,1,1,1
BASE,W1,11,26,1,1,1
BASE,W1,11,27,1,1,1
BASE,W1,11,28,1,1,1
BASE,W1,11,29,1,1,1
BASE,W1,11,30,1,1,1
BASE,W1,11,31,1,1,1
BASE,W1,11,32,1,1,1
BASE,W1,11,33,1,1,1
BASE,W1,11,34,5,51,0
BASE,W1,11,35,1,1,1
BASE,W1,11,36,1,1,1
BASE,W1,11,37,1,1,1
BASE,W1,12,2,1,1,1
BASE,W1,12,3,1,1,1
BASE,W1,12,4,1,1,1
BASE,W1,12,5,1,1,1
BASE,W1,12,6,1,1,1
BASE,W1,12,7,1,1,1
BASE,W1,12,8,1,1,1
BASE,W1,12,9,1,1,1
BASE,W1,12,10,8,81,0
BASE,W1,12,11,1,1,1
BASE,W1,12,12,1,1,1
BASE,W1,12,13,1,1,1
BASE,W1,12,14,1,1,1
BASE,W1,12,15,1,1,1
BASE,W1,12,16,5,51,0
BASE,W1,12,17,1,1,1
BASE,W1,12,18,1,1,1
BASE,W1,12,19,1,1,1
BASE,W1,12,20,1,1,1
BASE,W1,12,21,1,1,1
BASE,W1,12,22,1,1,1
BASE,W1,12,23,1,1,1
BASE,W1,12,24,5,51,0
BASE,W1,12,25,1,1,1
BASE,W1,12,26,1,1,1
BASE,W1,12,27,1,1,1
BASE,W1,12,28,1,1,1
BASE,W1,12,29,1,1,1
BASE,W1,12,30,1,1,1
BASE,W1,12,31,1,1,1
BASE,W1,12,32,1,1,1
BASE,W1,12,33,1,1,1
BASE,W1,12,34,1,1,1
BASE,W1,12,35,1,1,1
BASE,W1,12,36,1,1,1
BASE,W1,12,37,1,1,1
BASE,W1,13,2,1,1,1
BASE,W1,13,3,5,51,0
BASE,W1,13,4,1,1,1
BASE,W1,13,5,1,1,1
BASE,W1,13,6,1,1,1
BASE,W1,13,7,1,1,1
BASE,W1,13,8,1,1,1
BASE,W1,13,9,1,1,1
BASE,W1,13,10,1,1,1
BASE,W1,13,11,1,1,1
BASE,W1,13,12,1,1,1
BASE,W1,13,13,1,1,1
BASE,W1,13,14,1,1,1
BASE,W1,13,15,1,1,1
BASE,W1,13,16,1,1,1
BASE,W1,13,17,1,1,1
BASE,W1,13,18,1,1,1
BASE,W1,13,19,1,1,1
BASE,W1,13,20,1,1,1
BASE,W1,13,21,1,1,1
BASE,W1,13,22,1,1,1
BASE,W1,13,23,1,1,1
BASE,W1,13,24,1,1,1
BASE,W1,13,25,5,51,0
BASE,W1,13,26,1,1,1
BASE,W1,13,27,1,1,1
BASE,W1,13,28,1,1,1
BASE,W1,13,29,5,51,0
BASE,W1,13,30,1,1,1
BASE,W1,13,31,1,1,1
BASE,W1,13,32,1,1,1
BASE,W1,13,33,5,51,0
BASE,W1,13,34,1,1,1
BASE,W1,13,35,1,1,1
BASE,W1,13,36,1,1,1
BASE,W1,13,37,1,1,1
BASE,W1,14,1,1,1,1
BASE,W1,14,2,1,1,1
BASE,W1,14,3,5,51,0
BASE,W1,14,4,1,1,1
BASE,W1,14,5,1,1,1
BASE,W1,14,6,5,51,0
BASE,W1,14,7,1,1,1
BASE,W1,14,8,1,1,1
BASE,W1,14,9,1,1,1
BASE,W1,14,10,8,81,0
BASE,W1,14,11,1,1,1
BASE,W1,14,12,1,1,1
BASE,W1,14,13,1,1,1
BASE,W1,14,14,1,1,1
BASE,W1,14,15,1,1,1
BASE,W1,14,16,1,1,1
BASE,W1,14,17,1,1,1
BASE,W1,14,18,1,1,1
BASE,W1,14,19,5,51,0
BASE,W1,14,20,5,51,0
BASE,W1,14,21,1,1,1
BASE,W1,14,22,1,1,1
BASE,W1,14,23,1,1,1
BASE,W1,14,24,1,1,1
BASE,W1,14,25,1,1,1
BASE,W1,14,26,1,1,1
BASE,W1,14,27,8,81,0
BASE,W1,14,28,1,1,1
BASE,W1,14,29,1,1,1
BASE,W1,14,30,1,1,1
BASE,W1,14,31,5,51,0
BASE,W1,14,32,1,1,1
BASE,W1,14,33,5,51,0
BASE,W1,14,34,1,1,1
BASE,W1,14,35,1,1,1
BASE,W1,14,36,1,1,1
BASE,W1,14,37,1,1,1
BASE,W1,14,38,1,1,1
BASE,W1,15,1,1,1,1
BASE,W1,15,2,8,81,0
BASE,W1,15,3,1,1,1
BASE,W1,15,4,1,1,1
BASE,W1,15,5,1,1,1
BASE,W1,15,6,1,1,1
BASE,W1,15,7,1,1,1
BASE,W1,15,8,1,1,1
BASE,W1,15,9,1,1,1
BASE,W1,15,10,1,1,1
BASE,W1,15,11,1,1,1
BASE,W1,15,12,1,1,1
BASE,W1,15,13,1,1,1
BASE,W1,15,14,1,1,1
BASE,W1,15,15,1,1,1
BASE,W1,15,16,1,1,1
BASE,W1,15,17,8,81,0
BASE,W1,15,18,1,1,1
BASE,W1,15,19,1,1,1
BASE,W1,15,20,1,1,1
BASE,W1,15,21,1,1,1
BASE,W1,15,22,1,1,1
BASE,W1,15,23,1,1,1
BASE,W1,15,24,1,1,1
BASE,W1,15,25,1,1,1
BASE,W1,15,26,1,1,1
BASE,W1,15,27,1,1,1
BASE,W1,15,28,1,1,1
BASE,W1,15,29,1,1,1
BASE,W1,15,30,1,1,1
BASE,W1,15,31,1,1,1
BASE,W1,15,32,5,51,0
BASE,W1,15,33,1,1,1
BASE,W1,15,34,1,1,1
BASE,W1,15,35,1,1,1
BASE,W1,15,36,1,1,1
BASE,W1,15,37,1,1,1
BASE,W1,15,38,1,1,1
BASE,W1,16,1,1,1,1
BASE,W1,16,2,1,1,1
BASE,W1,16,3,1,1,1
BASE,W1,16,4,1,1,1
BASE,W1,16,5,1,1,1
BASE,W1,16,6,1,1,1
BASE,W1,16,7,1,1,1
BASE,W1,16,8,1,1,1
BASE,W1,16,9,1,1,1
BASE,W1,16,10,1,1,1
BASE,W1,16,11,1,1,1
BASE,W1,16,12,1,1,1
BASE,W1,16,13,1,1,1
BASE,W1,16,14,1,1,1
BASE,W1,16,15,1,1,1
BASE,W1,16,16,1,1,1
BASE,W1,16,17,1,1,1
BASE,W1,16,18,1,1,1
BASE,W1,16,19,1,1,1
BASE,W1,16,20,1,1,1
BASE,W1,16,21,1,1,1
BASE,W1,16,22,1,1,1
BASE,W1,16,23,1,1,1
BASE,W1,16,24,1,1,1
BASE,W1,16,25,1,1,1
BASE,W1,16,26,1,1,1
BASE,W1,16,27,1,1,1
BASE,W1,16,28,5,51,0
BASE,W1,16,29,1,1,1
BASE,W1,16,30,1,1,1
BASE,W1,16,31,1,1,1
BASE,W1,16,32,1,1,1
BASE,W1,16,33,1,1,1
BASE,W1,16,34,1,1,1
BASE,W1,16,35,1,1,1
BASE,W1,16,36,1,1,1
BASE,W1,16,37,1,1,1
BASE,W1,16,38,1,1,1
BASE,W1,17,1,1,1,1
BASE,W1,17,2,1,1,1
BASE,W1,17,3,1,1,1
BASE,W1,17,4,5,51,0
BASE,W1,17,5,1,1,1
BASE,W1,17,6,1,1,1
BASE,W1,17,7,1,1,1
BASE,W1,17,8,1,1,1
BASE,W1,17,9,1,1,1
BASE,W1,17,10,1,1,1
BASE,W1,17,11,1,1,1
BASE,W1,17,12,1,1,1
BASE,W1,17,13,1,1,1
BASE,W1,17,14,1,1,1
BASE,W1,17,15,1,1,1
BASE,W1,17,16,1,1,1
BASE,W1,17,17,1,1,1
BASE,W1,17,18,1,1,1
BASE,W1,17,19,1,1,1
BASE,W1,17,20,1,1,1
BASE,W1,17,21,1,1,1
BASE,W1,17,22,1,1,1
BASE,W1,17,23,1,1,1
BASE,W1,17,24,1,1,1
BASE,W1,17,25,1,1,1
BASE,W1,17,26,1,1,1
BASE,W1,17,27,1,1,1
BASE,W1,17,28,1,1,1
BASE,W1,17,29,1,1,1
BASE,W1,17,30,1,1,1
BASE,W1,17,31,1,1,1
BASE,W1,17,32,1,1,1
BASE,W1,17,33,1,1,1
BASE,W1,17,34,1,1,1
BASE,W1,17,35,1,1,1
BASE,W1,17,36,1,1,1
BASE,W1,17,37,1,1,1
BASE,W1,17,38,1,1,1
BASE,W1,18,1,1,1,1
BASE,W1,18,2,1,1,1
BASE,W1,18,3,1,1,1
BASE,W1,18,4,1,1,1
BASE,W1,18,5,1,1,1
BASE,W1,18,6,1,1,1
BASE,W1,18,7,1,1,1
BASE,W1,18,8,1,1,1
BASE,W1,18,9,1,1,1
BASE,W1,18,10,1,1,1
BASE,W1,18,11,1,1,1
BASE,W1,18,12,1,1,1
BASE,W1,18,13,1,1,1
BASE,W1,18,14,1,1,1
BASE,W1,18,15,1,1,1
BASE,W1,18,16,1,1,1
BASE,W1,18,17,1,1,1
BASE,W1,18,18,1,1,1
BASE,W1,18,19,1,1,1
BASE,W1,18,20,1,1,1
BASE,W1,18,21,1,1,1
BASE,W1,18,22,1,1,1
BASE,W1,18,23,5,51,0
BASE,W1,18,24,1,1,1
BASE,W1,18,25,1,1,1
BASE,W1,18,26,1,1,1
BASE,W1,18,27,1,1,1
BASE,W1,18,28,1,1,1
BASE,W1,18,29,1,1,1
BASE,W1,18,30,1,1,1
BASE,W1,18,31,1,1,1
BASE,W1,18,32,1,1,1
BASE,W1,18,33,1,1,1
BASE,W1,18,34,5,51,0
BASE,W1,18,35,1,1,1
BASE,W1,18,36,1,1,1
BASE,W1,18,37,1,1,1
BASE,W1,18,38,1,1,1
BASE,W1,19,1,1,1,1
BASE,W1,19,2,1,1,1
BASE,W1,19,3,1,1,1
BASE,W1,19,4,5,51,0
BASE,W1,19,5,1,1,1
BASE,W1,19,6,5,51,0
BASE,W1,19,7,1,1,1
BASE,W1,19,8,1,1,1
BASE,W1,19,9,1,1,1
BASE,W1,19,10,5,51,0
BASE,W1,19,11,1,1,1
BASE,W1,19,12,1,1,1
BASE,W1,19,13,1,1,1
BASE,W1,19,14,1,1,1
BASE,W1,19,15,1,1,1
BASE,W1,19,16,5,51,0
BASE,W1,19,17,1,1,1
BASE,W1,19,18,1,1,1
BASE,W1,19,19,1,1,1
BASE,W1,19,20,1,1,1
BASE,W1,19,21,1,1,1
BASE,W1,19,22,1,1,1
BASE,W1,19,23,1,1,1
BASE,W1,19,24,1,1,1
BASE,W1,19,25,1,1,1
BASE,W1,19,26,1,1,1
BASE,W1,19,27,5,51,0
BASE,W1,19,28,1,1,1
BASE,W1,19,29,1,1,1
BASE,W1,19,30,1,1,1
BASE,W1,19,31,1,1,1
BASE,W1,19,32,1,1,1
BASE,W1,19,33,1,1,1
BASE,W1,19,34,5,51,0
BASE,W1,19,35,1,1,1
BASE,W1,19,36,1,1,1
BASE,W1,19,37,1,1,1
BASE,W1,19,38,5,51,0
BASE,W1,20,1,1,1,1
BASE,W1,20,2,1,1,1
BASE,W1,20,3,1,1,1
BASE,W1,20,4,1,1,1
BASE,W1,20,5,1,1,1
BASE,W1,20,6,1,1,1
BASE,W1,20,7,1,1,1
BASE,W1,20,8,1,1,1
BASE,W1,20,9,1,1,1
BASE,W1,20,10,1,1,1
BASE,W1,20,11,1,1,1
BASE,W1,20,12,1,1,1
BASE,W1,20,13,1,1,1
BASE,W1,20,14,1,1,1
BASE,W1,20,15,5,51,0
BASE,W1,20,16,1,1,1
BASE,W1,20,17,1,1,1
BASE,W1,20,18,1,1,1
BASE,W1,20,19,1,1,1
BASE,W1,20,20,1,1,1
BASE,W1,20,21,1,1,1
BASE,W1,20,22,1,1,1
BASE,W1,20,23,1,1,1
BASE,W1,20,24,1,1,1
BASE,W1,20,25,1,1,1
BASE,W1,20,26,1,1,1
BASE,W1,20,27,1,1,1
BASE,W1,20,28,1,1,1
BASE,W1,20,29,1,1,1
BASE,W1,20,30,1,1,1
BASE,W1,20,31,1,1,1
BASE,W1,20,32,1,1,1
BASE,W1,20,33,1,1,1
BASE,W1,20,34,1,1,1
BASE,W1,20,35,1,1,1
BASE,W1,20,36,1,1,1
BASE,W1,20,37,1,1,1
BASE,W1,20,38,1,1,1
BASE,W1,21,1,1,1,1
BASE,W1,21,2,1,1,1
BASE,W1,21,3,5,51,0
BASE,W1,21,4,1,1,1
BASE,W1,21,5,1,1,1
BASE,W1,21,6,1,1,1
BASE,W1,21,7,8,81,0
BASE,W1,21,8,1,1,1
BASE,W1,21,9,1,1,1
BASE,W1,21,10,1,1,1
BASE,W1,21,11,1,1,1
BASE,W1,21,12,1,1,1
BASE,W1,21,13,1,1,1
BASE,W1,21,14,1,1,1
BASE,W1,21,15,1,1,1
BASE,W1,21,16,1,1,1
BASE,W1,21,17,1,1,1
BASE,W1,21,18,1,1,1
BASE,W1,21,19,1,1,1
BASE,W1,21,20,1,1,1
BASE,W1,21,21,1,1,1
BASE,W1,21,22,1,1,1
BASE,W1,21,23,5,51,0
BASE,W1,21,24,1,1,1
BASE,W1,21,25,1,1,1
BASE,W1,21,26,1,1,1
BASE,W1,21,27,1,1,1
BASE,W1,21,28,1,1,1
BASE,W1,21,29,1,1,1
BASE,W1,21,30,1,1,1
BASE,W1,21,31,1,1,1
BASE,W1,21,32,1,1,1
BASE,W1,21,33,1,1,1
BASE,W1,21,34,1,1,1
BASE,W1,21,35,1,1,1
BASE,W1,21,36,1,1,1
BASE,W1,21,37,1,1,1
BASE,W1,21,38,1,1,1
BASE,W1,22,1,1,1,1
BASE,W1,22,2,1,1,1
BASE,W1,22,3,1,1,1
BASE,W1,22,4,1,1,1
BASE,W1,22,5,1,1,1
BASE,W1,22,6,1,1,1
BASE,W1,22,7,1,1,1
BASE,W1,22,8,1,1,1
BASE,W1,22,9,1,1,1
BASE,W1,22,10,1,1,1
BASE,W1,22,11,1,1,1
BASE,W1,22,12,1,1,1
BASE,W1,22,13,1,1,1
BASE,W1,22,14,1,1,1
BASE,W1,22,15,1,1,1
BASE,W1,22,16,1,1,1
BASE,W1,22,17,1,1,1
BASE,W1,22,18,1,1,1
BASE,W1,22,19,1,1,1
BASE,W1,22,20,5,51,0
BASE,W1,22,21,1,1,1
BASE,W1,22,22,1,1,1
BASE,W1,22,23,1,1,1
BASE,W1,22,24,1,1,1
BASE,W1,22,25,1,1,1
BASE,W1,22,26,1,1,1
BASE,W1,22,27,5,51,0
BASE,W1,22,28,1,1,1
BASE,W1,22,29,1,1,1
BASE,W1,22,30,1,1,1
BASE,W1,22,31,1,1,1
BASE,W1,22,32,1,1,1
BASE,W1,22,33,1,1,1
BASE,W1,22,34,1,1,1
BASE,W1,22,35,1,1,1
BASE,W1,22,36,1,1,1
BASE,W1,22,37,1,1,1
BASE,W1,22,38,1,1,1
BASE,W1,23,1,1,1,1
BASE,W1,23,2,1,1,1
BASE,W1,23,3,1,1,1
BASE,W1,23,4,1,1,1
BASE,W1,23,5,1,1,1
BASE,W1,23,6,1,1,1
BASE,W1,23,7,1,1,1
BASE,W1,23,8,1,1,1
BASE,W1,23,9,1,1,1
BASE,W1,23,10,1,1,1
BASE,W1,23,11,1,1,1
BASE,W1,23,12,1,1,1
BASE,W1,23,13,8,81,0
BASE,W1,23,14,1,1,1
BASE,W1,23,15,1,1,1
BASE,W1,23,16,1,1,1
BASE,W1,23,17,1,1,1
BASE,W1,23,18,1,1,1
BASE,W1,23,19,1,1,1
BASE,W1,23,20,1,1,1
BASE,W1,23,21,1,1,1
BASE,W1,23,22,1,1,1
BASE,W1,23,23,1,1,1
BASE,W1,23,24,1,1,1
BASE,W1,23,25,1,1,1
BASE,W1,23,26,1,1,1
BASE,W1,23,27,1,1,1
BASE,W1,23,28,1,1,1
BASE,W1,23,29,1,1,1
BASE,W1,23,30,1,1,1
BASE,W1,23,31,1,1,1
BASE,W1,23,32,1,1,1
BASE,W1,23,33,1,1,1
BASE,W1,23,34,1,1,1
BASE,W1,23,35,1,1,1
BASE,W1,23,36,1,1,1
BASE,W1,23,37,1,1,1
BASE,W1,23,38,1,1,1
BASE,W1,24,1,1,1,1
BASE,W1,24,2,1,1,1
BASE,W1,24,3,1,1,1
BASE,W1,24,4,1,1,1
BASE,W1,24,5,1,1,1
BASE,W1,24,6,1,1,1
BASE,W1,24,7,1,1,1
BASE,W1,24,8,1,1,1
BASE,W1,24,9,1,1,1
BASE,W1,24,10,1,1,1
BASE,W1,24,11,1,1,1
BASE,W1,24,12,1,1,1
BASE,W1,24,13,5,51,0
BASE,W1,24,14,1,1,1
BASE,W1,24,15,1,1,1
BASE,W1,24,16,1,1,1
BASE,W1,24,17,1,1,1
BASE,W1,24,18,1,1,1
BASE,W1,24,19,1,1,1
BASE,W1,24,20,1,1,1
BASE,W1,24,21,1,1,1
BASE,W1,24,22,1,1,1
BASE,W1,24,23,1,1,1
BASE,W1,24,24,1,1,1
BASE,W1,24,25,1,1,1
BASE,W1,24,26,1,1,1
BASE,W1,24,27,1,1,1
BASE,W1,24,28,1,1,1
BASE,W1,24,29,1,1,1
BASE,W1,24,30,1,1,1
BASE,W1,24,31,1,1,1
BASE,W1,24,32,1,1,1
BASE,W1,24,33,1,1,1
BASE,W1,24,34,1,1,1
BASE,W1,24,35,1,1,1
BASE,W1,24,36,1,1,1
BASE,W1,24,37,5,51,0
BASE,W1,24,38,5,51,0
BASE,W1,25,1,1,1,1
BASE,W1,25,2,1,1,1
BASE,W1,25,3,1,1,1
BASE,W1,25,4,1,1,1
BASE,W1,25,5,1,1,1
BASE,W1,25,6,1,1,1
BASE,W1,25,7,1,1,1
BASE,W1,25,8,1,1,1
BASE,W1,25,9,1,1,1
BASE,W1,25,10,1,1,1
BASE,W1,25,11,1,1,1
BASE,W1,25,12,1,1,1
BASE,W1,25,13,1,1,1
BASE,W1,25,14,1,1,1
BASE,W1,25,15,1,1,1
BASE,W1,25,16,1,1,1
BASE,W1,25,17,1,1,1
BASE,W1,25,18,1,1,1
BASE,W1,25,19,1,1,1
BASE,W1,25,20,1,1,1
BASE,W1,25,21,1,1,1
BASE,W1,25,22,1,1,1
BASE,W1,25,23,1,1,1
BASE,W1,25,24,8,81,0
BASE,W1,25,25,1,1,1
BASE,W1,25,26,1,1,1
BASE,W1,25,27,1,1,1
BASE,W1,25,28,1,1,1
BASE,W1,25,29,1,1,1
BASE,W1,25,30,1,1,1
BASE,W1,25,31,1,1,1
BASE,W1,25,32,1,1,1
BASE,W1,25,33,1,1,1
BASE,W1,25,34,1,1,1
BASE,W1,25,35,1,1,1
BASE,W1,25,36,1,1,1
BASE,W1,25,37,1,1,1
